"order_line","order_id","order_date","ship_date","ship_mode","customer_id","product_id","sales","quantity","discount","profit"
1564,"CA-2015-158554","2015-11-09","2015-11-09","Same Day","CM-12190","OFF-PA-10004000","11.352",3,"0.2","4.1151"
5007,"CA-2015-169796","2015-11-09","2015-11-14","Standard Class","Dp-13240","TEC-MA-10000045","2321.9",2,"0","1114.512"
1989,"CA-2015-127509","2015-11-09","2015-11-13","Standard Class","AS-10090","FUR-TA-10002855","1024.38",7,"0","215.1198"
1988,"CA-2015-127509","2015-11-09","2015-11-13","Standard Class","AS-10090","OFF-BI-10002393","17.22",3,"0","7.9212"
5342,"CA-2015-146486","2015-11-09","2015-11-14","Second Class","DV-13465","TEC-AC-10002637","899.95",5,"0","53.997"
5008,"CA-2015-169796","2015-11-09","2015-11-14","Standard Class","Dp-13240","OFF-ST-10001505","17.94",3,"0","3.0498"
5008,"CA-2015-169796","2015-11-09","2015-11-14","Standard Class","Dp-13240","OFF-ST-10001505","17.94",3,"0","3.0498"
8742,"CA-2015-113222","2015-11-09","2015-11-09","Same Day","AG-10765","OFF-BI-10001890","10.74",3,"0","5.1552"
8742,"CA-2015-113222","2015-11-09","2015-11-09","Same Day","AG-10765","OFF-BI-10001890","10.74",3,"0","5.1552"
1989,"CA-2015-127509","2015-11-09","2015-11-13","Standard Class","AS-10090","FUR-TA-10002855","1024.38",7,"0","215.1198"
1990,"CA-2015-127509","2015-11-09","2015-11-13","Standard Class","AS-10090","OFF-EN-10000781","26.22",3,"0","12.3234"
1991,"CA-2015-127509","2015-11-09","2015-11-13","Standard Class","AS-10090","OFF-PA-10002160","17.34",3,"0","8.4966"
5339,"CA-2015-146486","2015-11-09","2015-11-14","Second Class","DV-13465","OFF-ST-10002554","244.55",5,"0","4.891"
6947,"CA-2015-126466","2015-11-09","2015-11-13","Standard Class","JO-15550","OFF-FA-10000490","2.48",2,"0","1.1656"
5340,"CA-2015-146486","2015-11-09","2015-11-14","Second Class","DV-13465","OFF-EN-10001509","12.24",6,"0","5.7528"
5007,"CA-2015-169796","2015-11-09","2015-11-14","Standard Class","Dp-13240","TEC-MA-10000045","2321.9",2,"0","1114.512"
5341,"CA-2015-146486","2015-11-09","2015-11-14","Second Class","DV-13465","TEC-AC-10002018","13.98",2,"0","6.0114"
5342,"CA-2015-146486","2015-11-09","2015-11-14","Second Class","DV-13465","TEC-AC-10002637","899.95",5,"0","53.997"
5341,"CA-2015-146486","2015-11-09","2015-11-14","Second Class","DV-13465","TEC-AC-10002018","13.98",2,"0","6.0114"
1564,"CA-2015-158554","2015-11-09","2015-11-09","Same Day","CM-12190","OFF-PA-10004000","11.352",3,"0.2","4.1151"
5340,"CA-2015-146486","2015-11-09","2015-11-14","Second Class","DV-13465","OFF-EN-10001509","12.24",6,"0","5.7528"
1991,"CA-2015-127509","2015-11-09","2015-11-13","Standard Class","AS-10090","OFF-PA-10002160","17.34",3,"0","8.4966"
1990,"CA-2015-127509","2015-11-09","2015-11-13","Standard Class","AS-10090","OFF-EN-10000781","26.22",3,"0","12.3234"
1988,"CA-2015-127509","2015-11-09","2015-11-13","Standard Class","AS-10090","OFF-BI-10002393","17.22",3,"0","7.9212"
8204,"CA-2015-114811","2015-11-08","2015-11-08","Same Day","KD-16495","FUR-FU-10002240","11.82",3,"0","4.728"
2260,"CA-2015-117611","2015-11-08","2015-11-10","Second Class","MZ-17335","OFF-FA-10002280","5",1,"0","2.4"
3020,"CA-2015-123568","2015-11-08","2015-11-14","Standard Class","SC-20095","OFF-FA-10002701","5.04",3,"0","0.2016"
3026,"CA-2015-164441","2015-11-08","2015-11-13","Standard Class","AC-10450","OFF-PA-10001667","17.94",3,"0","8.073"
3025,"CA-2015-164441","2015-11-08","2015-11-13","Standard Class","AC-10450","OFF-BI-10001922","52.272",11,"0.2","17.6418"
3023,"CA-2015-123568","2015-11-08","2015-11-14","Standard Class","SC-20095","OFF-BI-10001510","91.68",5,"0.2","28.65"
6991,"CA-2015-109386","2015-11-08","2015-11-13","Second Class","RH-19600","OFF-AP-10003266","44.43",3,"0","18.6606"
6992,"CA-2015-109386","2015-11-08","2015-11-13","Second Class","RH-19600","TEC-PH-10002890","226.2",5,"0","58.812"
3022,"CA-2015-123568","2015-11-08","2015-11-14","Standard Class","SC-20095","FUR-FU-10004090","66.69",3,"0","22.0077"
3021,"CA-2015-123568","2015-11-08","2015-11-14","Standard Class","SC-20095","OFF-PA-10001125","92.94",3,"0","41.823"
3020,"CA-2015-123568","2015-11-08","2015-11-14","Standard Class","SC-20095","OFF-FA-10002701","5.04",3,"0","0.2016"
6993,"CA-2015-109386","2015-11-08","2015-11-13","Second Class","RH-19600","FUR-FU-10000308","186.54",3,"0","41.0388"
8205,"CA-2015-114811","2015-11-08","2015-11-08","Same Day","KD-16495","TEC-MA-10000045","4643.8",4,"0","2229.024"
8206,"CA-2015-114811","2015-11-08","2015-11-08","Same Day","KD-16495","FUR-CH-10003746","577.764",2,"0.1","115.5528"
8643,"CA-2015-108259","2015-11-08","2015-11-15","Standard Class","NS-18640","OFF-FA-10000624","31.504",11,"0.2","11.814"
8644,"CA-2015-108259","2015-11-08","2015-11-15","Standard Class","NS-18640","OFF-LA-10002945","5.04",1,"0.2","1.638"
4569,"CA-2015-111990","2015-11-08","2015-11-13","Standard Class","DB-13660","OFF-BI-10003291","10.476",6,"0.8","-17.2854"
2261,"CA-2015-117611","2015-11-08","2015-11-10","Second Class","MZ-17335","TEC-AC-10002049","371.97",3,"0","66.9546"
8645,"CA-2015-108259","2015-11-08","2015-11-15","Standard Class","NS-18640","OFF-BI-10000315","39.879",7,"0.7","-29.2446"
8646,"CA-2015-108259","2015-11-08","2015-11-15","Standard Class","NS-18640","FUR-FU-10000023","4.712",1,"0.2","1.4136"
6995,"CA-2015-109386","2015-11-08","2015-11-13","Second Class","RH-19600","OFF-AR-10000122","27.9",5,"0","6.975"
8001,"US-2015-151407","2015-11-08","2015-11-12","Standard Class","RD-19585","TEC-PH-10003885","263.96",4,"0","76.5484"
6991,"CA-2015-109386","2015-11-08","2015-11-13","Second Class","RH-19600","OFF-AP-10003266","44.43",3,"0","18.6606"
1918,"CA-2015-105634","2015-11-08","2015-11-14","Standard Class","HA-14905","OFF-AR-10001573","11.65",5,"0","3.3785"
6992,"CA-2015-109386","2015-11-08","2015-11-13","Second Class","RH-19600","TEC-PH-10002890","226.2",5,"0","58.812"
6993,"CA-2015-109386","2015-11-08","2015-11-13","Second Class","RH-19600","FUR-FU-10000308","186.54",3,"0","41.0388"
6994,"CA-2015-109386","2015-11-08","2015-11-13","Second Class","RH-19600","OFF-AR-10000380","265.86",7,"0","79.758"
6995,"CA-2015-109386","2015-11-08","2015-11-13","Second Class","RH-19600","OFF-AR-10000122","27.9",5,"0","6.975"
6994,"CA-2015-109386","2015-11-08","2015-11-13","Second Class","RH-19600","OFF-AR-10000380","265.86",7,"0","79.758"
8001,"US-2015-151407","2015-11-08","2015-11-12","Standard Class","RD-19585","TEC-PH-10003885","263.96",4,"0","76.5484"
9742,"CA-2015-117086","2015-11-08","2015-11-12","Standard Class","QJ-19255","FUR-BO-10004834","4404.9",5,"0","1013.127"
9742,"CA-2015-117086","2015-11-08","2015-11-12","Standard Class","QJ-19255","FUR-BO-10004834","4404.9",5,"0","1013.127"
2260,"CA-2015-117611","2015-11-08","2015-11-10","Second Class","MZ-17335","OFF-FA-10002280","5",1,"0","2.4"
2261,"CA-2015-117611","2015-11-08","2015-11-10","Second Class","MZ-17335","TEC-AC-10002049","371.97",3,"0","66.9546"
8202,"CA-2015-114811","2015-11-08","2015-11-08","Same Day","KD-16495","OFF-ST-10000885","67.15",5,"0","16.7875"
8206,"CA-2015-114811","2015-11-08","2015-11-08","Same Day","KD-16495","FUR-CH-10003746","577.764",2,"0.1","115.5528"
8203,"CA-2015-114811","2015-11-08","2015-11-08","Same Day","KD-16495","TEC-PH-10004165","549.98",2,"0","142.9948"
8204,"CA-2015-114811","2015-11-08","2015-11-08","Same Day","KD-16495","FUR-FU-10002240","11.82",3,"0","4.728"
8205,"CA-2015-114811","2015-11-08","2015-11-08","Same Day","KD-16495","TEC-MA-10000045","4643.8",4,"0","2229.024"
8643,"CA-2015-108259","2015-11-08","2015-11-15","Standard Class","NS-18640","OFF-FA-10000624","31.504",11,"0.2","11.814"
8646,"CA-2015-108259","2015-11-08","2015-11-15","Standard Class","NS-18640","FUR-FU-10000023","4.712",1,"0.2","1.4136"
8645,"CA-2015-108259","2015-11-08","2015-11-15","Standard Class","NS-18640","OFF-BI-10000315","39.879",7,"0.7","-29.2446"
3026,"CA-2015-164441","2015-11-08","2015-11-13","Standard Class","AC-10450","OFF-PA-10001667","17.94",3,"0","8.073"
3025,"CA-2015-164441","2015-11-08","2015-11-13","Standard Class","AC-10450","OFF-BI-10001922","52.272",11,"0.2","17.6418"
4569,"CA-2015-111990","2015-11-08","2015-11-13","Standard Class","DB-13660","OFF-BI-10003291","10.476",6,"0.8","-17.2854"
5141,"CA-2015-154886","2015-11-08","2015-11-12","Standard Class","SW-20455","TEC-AC-10001956","119.9",2,"0","43.164"
1918,"CA-2015-105634","2015-11-08","2015-11-14","Standard Class","HA-14905","OFF-AR-10001573","11.65",5,"0","3.3785"
5141,"CA-2015-154886","2015-11-08","2015-11-12","Standard Class","SW-20455","TEC-AC-10001956","119.9",2,"0","43.164"
3023,"CA-2015-123568","2015-11-08","2015-11-14","Standard Class","SC-20095","OFF-BI-10001510","91.68",5,"0.2","28.65"
3022,"CA-2015-123568","2015-11-08","2015-11-14","Standard Class","SC-20095","FUR-FU-10004090","66.69",3,"0","22.0077"
8644,"CA-2015-108259","2015-11-08","2015-11-15","Standard Class","NS-18640","OFF-LA-10002945","5.04",1,"0.2","1.638"
8202,"CA-2015-114811","2015-11-08","2015-11-08","Same Day","KD-16495","OFF-ST-10000885","67.15",5,"0","16.7875"
8203,"CA-2015-114811","2015-11-08","2015-11-08","Same Day","KD-16495","TEC-PH-10004165","549.98",2,"0","142.9948"
3021,"CA-2015-123568","2015-11-08","2015-11-14","Standard Class","SC-20095","OFF-PA-10001125","92.94",3,"0","41.823"
1529,"CA-2015-148432","2015-11-07","2015-11-10","Second Class","MC-18130","OFF-FA-10004968","26.18",7,"0","0.5236"
5275,"CA-2015-162887","2015-11-07","2015-11-09","Second Class","SV-20785","FUR-CH-10000595","715.2",3,"0","178.8"
1530,"CA-2015-148432","2015-11-07","2015-11-10","Second Class","MC-18130","OFF-PA-10001274","7.3",2,"0","3.431"
5052,"CA-2015-134922","2015-11-07","2015-11-11","Standard Class","KB-16240","OFF-EN-10000483","24.4",2,"0.2","7.93"
6048,"CA-2015-105571","2015-11-07","2015-11-11","Standard Class","CP-12340","OFF-BI-10003305","16.146",9,"0.7","-12.9168"
6049,"CA-2015-105571","2015-11-07","2015-11-11","Standard Class","CP-12340","OFF-BI-10001359","1345.485",5,"0.7","-1031.5385"
9102,"CA-2015-163181","2015-11-07","2015-11-12","Standard Class","AB-10105","OFF-AR-10001683","23.64",3,"0.2","5.319"
9103,"CA-2015-163181","2015-11-07","2015-11-12","Standard Class","AB-10105","OFF-ST-10001713","84.784",2,"0.2","-16.9568"
9104,"CA-2015-163181","2015-11-07","2015-11-12","Standard Class","AB-10105","FUR-FU-10000193","64.96",5,"0.6","-84.448"
9105,"CA-2015-163181","2015-11-07","2015-11-12","Standard Class","AB-10105","OFF-BI-10000474","32.06",10,"0.8","-51.296"
9106,"CA-2015-163181","2015-11-07","2015-11-12","Standard Class","AB-10105","OFF-ST-10000129","177.648",2,"0.2","-28.8678"
9107,"CA-2015-163181","2015-11-07","2015-11-12","Standard Class","AB-10105","TEC-MA-10001016","287.91",3,"0.4","33.5895"
5275,"CA-2015-162887","2015-11-07","2015-11-09","Second Class","SV-20785","FUR-CH-10000595","715.2",3,"0","178.8"
1530,"CA-2015-148432","2015-11-07","2015-11-10","Second Class","MC-18130","OFF-PA-10001274","7.3",2,"0","3.431"
1529,"CA-2015-148432","2015-11-07","2015-11-10","Second Class","MC-18130","OFF-FA-10004968","26.18",7,"0","0.5236"
9107,"CA-2015-163181","2015-11-07","2015-11-12","Standard Class","AB-10105","TEC-MA-10001016","287.91",3,"0.4","33.5895"
9106,"CA-2015-163181","2015-11-07","2015-11-12","Standard Class","AB-10105","OFF-ST-10000129","177.648",2,"0.2","-28.8678"
9105,"CA-2015-163181","2015-11-07","2015-11-12","Standard Class","AB-10105","OFF-BI-10000474","32.06",10,"0.8","-51.296"
9104,"CA-2015-163181","2015-11-07","2015-11-12","Standard Class","AB-10105","FUR-FU-10000193","64.96",5,"0.6","-84.448"
9103,"CA-2015-163181","2015-11-07","2015-11-12","Standard Class","AB-10105","OFF-ST-10001713","84.784",2,"0.2","-16.9568"
9102,"CA-2015-163181","2015-11-07","2015-11-12","Standard Class","AB-10105","OFF-AR-10001683","23.64",3,"0.2","5.319"
5052,"CA-2015-134922","2015-11-07","2015-11-11","Standard Class","KB-16240","OFF-EN-10000483","24.4",2,"0.2","7.93"
6048,"CA-2015-105571","2015-11-07","2015-11-11","Standard Class","CP-12340","OFF-BI-10003305","16.146",9,"0.7","-12.9168"
6049,"CA-2015-105571","2015-11-07","2015-11-11","Standard Class","CP-12340","OFF-BI-10001359","1345.485",5,"0.7","-1031.5385"
532,"CA-2015-102848","2015-11-07","2015-11-09","Second Class","KB-16240","FUR-CH-10000595","190.72",1,"0.2","11.92"
7905,"CA-2015-126669","2015-11-07","2015-11-13","Standard Class","DO-13645","OFF-PA-10001357","76.64",2,"0.2","26.824"
7905,"CA-2015-126669","2015-11-07","2015-11-13","Standard Class","DO-13645","OFF-PA-10001357","76.64",2,"0.2","26.824"
532,"CA-2015-102848","2015-11-07","2015-11-09","Second Class","KB-16240","FUR-CH-10000595","190.72",1,"0.2","11.92"
1007,"CA-2015-105312","2015-11-06","2015-11-09","First Class","MT-17815","OFF-EN-10002600","7.08",3,"0.2","2.478"
1008,"CA-2015-105312","2015-11-06","2015-11-09","First Class","MT-17815","OFF-BI-10002049","4.401",3,"0.7","-3.5208"
1008,"CA-2015-105312","2015-11-06","2015-11-09","First Class","MT-17815","OFF-BI-10002049","4.401",3,"0.7","-3.5208"
1007,"CA-2015-105312","2015-11-06","2015-11-09","First Class","MT-17815","OFF-EN-10002600","7.08",3,"0.2","2.478"
5686,"CA-2015-131072","2015-11-05","2015-11-05","Same Day","KL-16645","OFF-BI-10002794","98.352",3,"0.2","35.6526"
3814,"CA-2015-103961","2015-11-05","2015-11-09","Standard Class","NG-18430","OFF-LA-10004484","19.824",6,"0.2","6.4428"
5074,"CA-2015-145485","2015-11-05","2015-11-05","Same Day","JM-16195","OFF-ST-10000649","62.8",4,"0","15.7"
3310,"CA-2015-144386","2015-11-05","2015-11-11","Standard Class","GT-14635","OFF-BI-10001116","25.344",6,"0.2","8.8704"
9077,"US-2015-136259","2015-11-05","2015-11-08","First Class","CB-12415","OFF-SU-10004661","27.2",4,"0.2","2.04"
9076,"US-2015-136259","2015-11-05","2015-11-08","First Class","CB-12415","OFF-BI-10000773","7.218",3,"0.7","-5.5338"
2911,"CA-2015-118444","2015-11-05","2015-11-09","Standard Class","VD-21670","OFF-AP-10000576","387.136",4,"0.2","24.196"
5686,"CA-2015-131072","2015-11-05","2015-11-05","Same Day","KL-16645","OFF-BI-10002794","98.352",3,"0.2","35.6526"
3310,"CA-2015-144386","2015-11-05","2015-11-11","Standard Class","GT-14635","OFF-BI-10001116","25.344",6,"0.2","8.8704"
9076,"US-2015-136259","2015-11-05","2015-11-08","First Class","CB-12415","OFF-BI-10000773","7.218",3,"0.7","-5.5338"
9077,"US-2015-136259","2015-11-05","2015-11-08","First Class","CB-12415","OFF-SU-10004661","27.2",4,"0.2","2.04"
5074,"CA-2015-145485","2015-11-05","2015-11-05","Same Day","JM-16195","OFF-ST-10000649","62.8",4,"0","15.7"
1833,"CA-2015-131422","2015-11-05","2015-11-09","Standard Class","GB-14530","FUR-CH-10001270","207",3,"0.2","25.875"
3814,"CA-2015-103961","2015-11-05","2015-11-09","Standard Class","NG-18430","OFF-LA-10004484","19.824",6,"0.2","6.4428"
1833,"CA-2015-131422","2015-11-05","2015-11-09","Standard Class","GB-14530","FUR-CH-10001270","207",3,"0.2","25.875"
2911,"CA-2015-118444","2015-11-05","2015-11-09","Standard Class","VD-21670","OFF-AP-10000576","387.136",4,"0.2","24.196"
1489,"CA-2015-140410","2015-11-03","2015-11-07","Standard Class","CM-12655","FUR-FU-10003347","42.6",3,"0","16.614"
2586,"CA-2015-121041","2015-11-03","2015-11-10","Standard Class","CS-12250","OFF-EN-10001137","6.608",2,"0.2","2.1476"
1487,"CA-2015-140410","2015-11-03","2015-11-07","Standard Class","CM-12655","TEC-PH-10003580","1212.848",7,"0.2","106.1242"
2586,"CA-2015-121041","2015-11-03","2015-11-10","Standard Class","CS-12250","OFF-EN-10001137","6.608",2,"0.2","2.1476"
5764,"CA-2015-162047","2015-11-03","2015-11-05","First Class","FH-14365","FUR-CH-10004983","1448.82",10,"0.1","209.274"
1488,"CA-2015-140410","2015-11-03","2015-11-07","Standard Class","CM-12655","TEC-AC-10001109","89.97",3,"0","37.7874"
1489,"CA-2015-140410","2015-11-03","2015-11-07","Standard Class","CM-12655","FUR-FU-10003347","42.6",3,"0","16.614"
5764,"CA-2015-162047","2015-11-03","2015-11-05","First Class","FH-14365","FUR-CH-10004983","1448.82",10,"0.1","209.274"
1487,"CA-2015-140410","2015-11-03","2015-11-07","Standard Class","CM-12655","TEC-PH-10003580","1212.848",7,"0.2","106.1242"
1488,"CA-2015-140410","2015-11-03","2015-11-07","Standard Class","CM-12655","TEC-AC-10001109","89.97",3,"0","37.7874"
6006,"CA-2015-100657","2015-11-02","2015-11-07","Standard Class","SW-20245","FUR-CH-10003535","109.764",2,"0.1","8.5372"
6006,"CA-2015-100657","2015-11-02","2015-11-07","Standard Class","SW-20245","FUR-CH-10003535","109.764",2,"0.1","8.5372"
9605,"CA-2015-138625","2015-11-02","2015-11-05","First Class","EG-13900","OFF-AP-10003099","197.72",4,"0","55.3616"
9194,"CA-2015-141810","2015-11-02","2015-11-07","Standard Class","BB-10990","TEC-PH-10002200","344.704",2,"0.2","38.7792"
9193,"CA-2015-141810","2015-11-02","2015-11-07","Standard Class","BB-10990","OFF-BI-10001524","29.372",7,"0.8","-46.9952"
8166,"CA-2015-168207","2015-11-02","2015-11-06","Standard Class","LT-17110","OFF-BI-10003355","11.952",3,"0.2","4.1832"
9193,"CA-2015-141810","2015-11-02","2015-11-07","Standard Class","BB-10990","OFF-BI-10001524","29.372",7,"0.8","-46.9952"
283,"CA-2015-130890","2015-11-02","2015-11-06","Standard Class","JO-15280","FUR-TA-10002903","1038.84",5,"0.2","51.942"
283,"CA-2015-130890","2015-11-02","2015-11-06","Standard Class","JO-15280","FUR-TA-10002903","1038.84",5,"0.2","51.942"
8165,"CA-2015-168207","2015-11-02","2015-11-06","Standard Class","LT-17110","OFF-BI-10001524","117.488",7,"0.2","41.1208"
1167,"CA-2015-125416","2015-11-02","2015-11-02","Same Day","KC-16540","TEC-AC-10001552","447.93",9,"0","49.2723"
8164,"CA-2015-168207","2015-11-02","2015-11-06","Standard Class","LT-17110","FUR-FU-10004909","96.96",6,"0","33.936"
8167,"CA-2015-168207","2015-11-02","2015-11-06","Standard Class","LT-17110","FUR-BO-10004357","512.499",3,"0.15","-30.147"
9194,"CA-2015-141810","2015-11-02","2015-11-07","Standard Class","BB-10990","TEC-PH-10002200","344.704",2,"0.2","38.7792"
9057,"CA-2015-160227","2015-11-02","2015-11-04","First Class","ED-13885","FUR-CH-10002073","2621.322",11,"0.1","553.3902"
9057,"CA-2015-160227","2015-11-02","2015-11-04","First Class","ED-13885","FUR-CH-10002073","2621.322",11,"0.1","553.3902"
8165,"CA-2015-168207","2015-11-02","2015-11-06","Standard Class","LT-17110","OFF-BI-10001524","117.488",7,"0.2","41.1208"
8164,"CA-2015-168207","2015-11-02","2015-11-06","Standard Class","LT-17110","FUR-FU-10004909","96.96",6,"0","33.936"
1167,"CA-2015-125416","2015-11-02","2015-11-02","Same Day","KC-16540","TEC-AC-10001552","447.93",9,"0","49.2723"
8167,"CA-2015-168207","2015-11-02","2015-11-06","Standard Class","LT-17110","FUR-BO-10004357","512.499",3,"0.15","-30.147"
8166,"CA-2015-168207","2015-11-02","2015-11-06","Standard Class","LT-17110","OFF-BI-10003355","11.952",3,"0.2","4.1832"
9605,"CA-2015-138625","2015-11-02","2015-11-05","First Class","EG-13900","OFF-AP-10003099","197.72",4,"0","55.3616"
2296,"CA-2015-113145","2015-11-01","2015-11-05","Standard Class","VD-21670","OFF-PA-10002659","13.52",4,"0","6.2192"
2294,"CA-2015-130995","2015-11-01","2015-11-06","Standard Class","QJ-19255","TEC-PH-10000347","4.95",1,"0","1.3365"
5860,"CA-2015-108119","2015-11-01","2015-11-08","Standard Class","MS-17530","FUR-TA-10002530","301.96",2,"0","45.294"
1647,"CA-2015-105221","2015-11-01","2015-11-03","First Class","VM-21685","TEC-AC-10002323","35.36",2,"0.2","-3.094"
2802,"US-2015-110163","2015-11-01","2015-11-04","First Class","GA-14725","OFF-AR-10001683","7.88",1,"0.2","1.773"
5860,"CA-2015-108119","2015-11-01","2015-11-08","Standard Class","MS-17530","FUR-TA-10002530","301.96",2,"0","45.294"
6551,"CA-2015-126739","2015-11-01","2015-11-03","Second Class","JH-16180","FUR-CH-10000422","327.564",4,"0.1","21.8376"
2300,"CA-2015-113145","2015-11-01","2015-11-05","Standard Class","VD-21670","TEC-PH-10002597","503.96",4,"0","125.99"
2294,"CA-2015-130995","2015-11-01","2015-11-06","Standard Class","QJ-19255","TEC-PH-10000347","4.95",1,"0","1.3365"
2802,"US-2015-110163","2015-11-01","2015-11-04","First Class","GA-14725","OFF-AR-10001683","7.88",1,"0.2","1.773"
2299,"CA-2015-113145","2015-11-01","2015-11-05","Standard Class","VD-21670","TEC-AC-10001838","1399.93",7,"0","601.9699"
7006,"CA-2015-141740","2015-11-01","2015-11-05","Standard Class","JF-15490","FUR-CH-10001545","205.164",2,"0.1","13.6776"
6551,"CA-2015-126739","2015-11-01","2015-11-03","Second Class","JH-16180","FUR-CH-10000422","327.564",4,"0.1","21.8376"
2298,"CA-2015-113145","2015-11-01","2015-11-05","Standard Class","VD-21670","TEC-PH-10001527","42.95",1,"0","1.2885"
2297,"CA-2015-113145","2015-11-01","2015-11-05","Standard Class","VD-21670","FUR-FU-10000965","259.7",5,"0","106.477"
2296,"CA-2015-113145","2015-11-01","2015-11-05","Standard Class","VD-21670","OFF-PA-10002659","13.52",4,"0","6.2192"
1648,"CA-2015-105221","2015-11-01","2015-11-03","First Class","VM-21685","OFF-FA-10001135","3.168",2,"0.2","-0.7128"
1647,"CA-2015-105221","2015-11-01","2015-11-03","First Class","VM-21685","TEC-AC-10002323","35.36",2,"0.2","-3.094"
7006,"CA-2015-141740","2015-11-01","2015-11-05","Standard Class","JF-15490","FUR-CH-10001545","205.164",2,"0.1","13.6776"
2300,"CA-2015-113145","2015-11-01","2015-11-05","Standard Class","VD-21670","TEC-PH-10002597","503.96",4,"0","125.99"
1648,"CA-2015-105221","2015-11-01","2015-11-03","First Class","VM-21685","OFF-FA-10001135","3.168",2,"0.2","-0.7128"
2299,"CA-2015-113145","2015-11-01","2015-11-05","Standard Class","VD-21670","TEC-AC-10001838","1399.93",7,"0","601.9699"
2298,"CA-2015-113145","2015-11-01","2015-11-05","Standard Class","VD-21670","TEC-PH-10001527","42.95",1,"0","1.2885"
2297,"CA-2015-113145","2015-11-01","2015-11-05","Standard Class","VD-21670","FUR-FU-10000965","259.7",5,"0","106.477"
195,"CA-2015-131457","2015-10-31","2015-11-06","Standard Class","MZ-17515","OFF-EN-10001509","14.28",7,"0","6.7116"
2109,"CA-2015-164882","2015-10-31","2015-10-31","Same Day","SG-20080","OFF-BI-10004519","398.352",3,"0.2","124.485"
1232,"CA-2015-132570","2015-10-31","2015-11-02","Second Class","KT-16480","OFF-AR-10000369","2.78",2,"0","0.7228"
1233,"CA-2015-132570","2015-10-31","2015-11-02","Second Class","KT-16480","OFF-EN-10003055","79.96",2,"0","35.982"
1428,"US-2015-164448","2015-10-31","2015-11-04","Second Class","DK-12835","OFF-EN-10002600","14.75",5,"0","7.08"
195,"CA-2015-131457","2015-10-31","2015-11-06","Standard Class","MZ-17515","OFF-EN-10001509","14.28",7,"0","6.7116"
2116,"CA-2015-164882","2015-10-31","2015-10-31","Same Day","SG-20080","FUR-BO-10002213","425.833",1,"0.15","20.0392"
2108,"CA-2015-164882","2015-10-31","2015-10-31","Same Day","SG-20080","OFF-PA-10000157","19.98",1,"0","9.3906"
2108,"CA-2015-164882","2015-10-31","2015-10-31","Same Day","SG-20080","OFF-PA-10000157","19.98",1,"0","9.3906"
2114,"CA-2015-164882","2015-10-31","2015-10-31","Same Day","SG-20080","TEC-PH-10001578","1295.84",4,"0.2","145.782"
2115,"CA-2015-164882","2015-10-31","2015-10-31","Same Day","SG-20080","OFF-ST-10003638","46.84",2,"0","12.6468"
2114,"CA-2015-164882","2015-10-31","2015-10-31","Same Day","SG-20080","TEC-PH-10001578","1295.84",4,"0.2","145.782"
2113,"CA-2015-164882","2015-10-31","2015-10-31","Same Day","SG-20080","OFF-SU-10004231","29.7",3,"0","8.019"
398,"CA-2015-122259","2015-10-31","2015-11-04","Standard Class","HP-14815","OFF-SU-10002573","70.12",4,"0","21.036"
398,"CA-2015-122259","2015-10-31","2015-11-04","Standard Class","HP-14815","OFF-SU-10002573","70.12",4,"0","21.036"
2112,"CA-2015-164882","2015-10-31","2015-10-31","Same Day","SG-20080","FUR-CH-10004218","323.136",4,"0.2","20.196"
2111,"CA-2015-164882","2015-10-31","2015-10-31","Same Day","SG-20080","OFF-FA-10000585","17.45",5,"0","8.027"
2109,"CA-2015-164882","2015-10-31","2015-10-31","Same Day","SG-20080","OFF-BI-10004519","398.352",3,"0.2","124.485"
1427,"US-2015-164448","2015-10-31","2015-11-04","Second Class","DK-12835","OFF-BI-10002949","9.728",2,"0.2","3.2832"
2110,"CA-2015-164882","2015-10-31","2015-10-31","Same Day","SG-20080","OFF-AR-10004272","5.04",3,"0","1.26"
1430,"US-2015-164448","2015-10-31","2015-11-04","Second Class","DK-12835","OFF-LA-10003510","427.42",14,"0","196.6132"
1429,"US-2015-164448","2015-10-31","2015-11-04","Second Class","DK-12835","OFF-BI-10003708","29.8",5,"0.2","9.3125"
1428,"US-2015-164448","2015-10-31","2015-11-04","Second Class","DK-12835","OFF-EN-10002600","14.75",5,"0","7.08"
1233,"CA-2015-132570","2015-10-31","2015-11-02","Second Class","KT-16480","OFF-EN-10003055","79.96",2,"0","35.982"
2113,"CA-2015-164882","2015-10-31","2015-10-31","Same Day","SG-20080","OFF-SU-10004231","29.7",3,"0","8.019"
2115,"CA-2015-164882","2015-10-31","2015-10-31","Same Day","SG-20080","OFF-ST-10003638","46.84",2,"0","12.6468"
1427,"US-2015-164448","2015-10-31","2015-11-04","Second Class","DK-12835","OFF-BI-10002949","9.728",2,"0.2","3.2832"
2116,"CA-2015-164882","2015-10-31","2015-10-31","Same Day","SG-20080","FUR-BO-10002213","425.833",1,"0.15","20.0392"
1232,"CA-2015-132570","2015-10-31","2015-11-02","Second Class","KT-16480","OFF-AR-10000369","2.78",2,"0","0.7228"
2112,"CA-2015-164882","2015-10-31","2015-10-31","Same Day","SG-20080","FUR-CH-10004218","323.136",4,"0.2","20.196"
2111,"CA-2015-164882","2015-10-31","2015-10-31","Same Day","SG-20080","OFF-FA-10000585","17.45",5,"0","8.027"
2110,"CA-2015-164882","2015-10-31","2015-10-31","Same Day","SG-20080","OFF-AR-10004272","5.04",3,"0","1.26"
